provider,dataset,title,tags,name,subtitle,url
Ministry of Education,Tertiary Education: Participation - Provider-based Enrolments Field of Study 2015,Domestic students enrolled in tertiary studies in New Zealand,Women|Study|Students,,"By field of study and sex, 2015",https://figure.nz/chart/wcHfj7ykJRn0vb5Z
Statistics New Zealand,"National Accounts (Income and Expenditure): Agriculture, Year Ended March 2016",Total intermediate consumption by the agriculture industry in New Zealand by commodity,Economy|National Accounts|GDP|Agriculture,,"Year ended March 2014 & 2015, NZD billions",https://figure.nz/chart/Lkd4jOJNmHaZOEE5
Ministry of Education,Tertiary Education: Participation - Provider-based Enrolments Field of Study 2015,Fields of study for MÄÅori students in New Zealand,Students|University|Qualification|Polytechnics|Wananga|PTEs|Ethnicity,,"All tertiary levels, 2015, number of domestic students enrolled",https://figure.nz/chart/wEXBQqOFMfeMm8bJ-uWB9mLiwidzvPlwy
Ministry of Education,Tertiary Education: Participation - Provider-based Enrolments Field of Study 2015,Fields of study for Pasifika students in New Zealand,Students|University|Qualification|Polytechnics|Wananga|PTEs|Ethnicity,,"All tertiary levels, 2015, number of domestic students enrolled",https://figure.nz/chart/wEXBQqOFMfeMm8bJ-kWCWoFXLStmrVYec
Ministry of Education,Tertiary Education: Participation - Provider-based Enrolments Field of Study 2015,Fields of study for Asian students in New Zealand,Students|University|Qualification|Polytechnics|Wananga|PTEs|Ethnicity,,"All tertiary levels, 2015, number of domestic students enrolled",https://figure.nz/chart/wEXBQqOFMfeMm8bJ-OBR4YkXKJNmm3eUc
Ministry of Education,Tertiary Education: Participation - Provider-based Enrolments Field of Study 2015,International students enrolled in formal qualifications in New Zealand,Students|University|Qualification|Polytechnics|Wananga|PTEs,,"By field of study, all tertiary levels, 2015",https://figure.nz/chart/vSNbyZVBUqPBxsz9-8Iyyp1rwxfFn1cr1
Ministry of Education,Tertiary Education: Participation - Provider-based Enrolments Field of Study 2015,Domestic students enrolled in formal qualifications in New Zealand,Students|University|Qualification|Polytechnics|Wananga|PTEs,,"By field of study, all tertiary levels, 2015",https://figure.nz/chart/vSNbyZVBUqPBxsz9-B1FJOrCaoJwxaruC
Ministry of Education,Tertiary Education: Participation - Provider-based Enrolments Field of Study 2015,Total tertiary students enrolled in formal qualifications in New Zealand,Students|University|Qualification|Polytechnics|Wananga|PTEs,,"By field of study, all tertiary levels, 2015",https://figure.nz/chart/vSNbyZVBUqPBxsz9-7fwWA1UwNAeFz4SS
"Ministry of Business, Innovation, and Employment",Energy Statistics: Coal 1990â€“2015,Coal consumed by energy transformation in New Zealand,Energy|Coal|Energy Transformation|Electricity,,"2014, petajoules",https://figure.nz/chart/QKwZ5hKMmkuHqnIo
Ministry of Education,Tertiary Education: Participation - Provider-based Enrolments Field of Study 2015,Most common fields of study for people enrolled with wÄÅnanga in New Zealand,Students|Study|Field|Wananga|Maori,,"All tertiary levels, 2015, number of students enrolled",https://figure.nz/chart/KytSRHaQCETcXNfo
Statistics New Zealand,"Producers Price Index: Published output commodities, Base Dec 2009 (Quarterly) September 2016",Price received by New Zealand businesses for residential building construction,Producers Price Index|PPI|Business Price Index|BPI|Inflation,,"2011 Q1â€“2016 Q3, % change from same quarter previous year",https://figure.nz/chart/F0jZBij8PpbRbvHu-dlfU08ft8BwwQmCJ
Statistics New Zealand,"Producers Price Index: Published output commodities, Base Dec 2009 (Quarterly) September 2016",Price received by New Zealand businesses for road passenger transport services,Producers Price Index|PPI|Business Price Index|BPI|Inflation,,"2011 Q1â€“2016 Q3, % change from same quarter previous year",https://figure.nz/chart/F0jZBij8PpbRbvHu-rneShqX6EE92Myc6
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,"Industries of employment for people residing in Kaikoura District, New Zealand",Work|Job|People|Employment|Industry,,"2013 Census, number of people employed",https://figure.nz/chart/RRCkp3KercDFyFfW-FbswPk4qqHcnpojv
Statistics New Zealand,"Producers Price Index: Published output commodities, Base Dec 2009 (Quarterly) September 2016",Price received by New Zealand businesses for road freight transport services,Producers Price Index|PPI|Business Price Index|BPI|Inflation,,"2011 Q1â€“2016 Q3, % change from same quarter previous year",https://figure.nz/chart/F0jZBij8PpbRbvHu-CDXeP95jwS6kFqeD
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,"Industries of employment for people residing in Chatham Islands Territory, New Zealand",Work|Job|People|Employment|Industry,,"2013 Census, number of people employed",https://figure.nz/chart/RRCkp3KercDFyFfW-aY6Hiac1DhoY1iVC
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,"Industries of employment for people residing in Christchurch City, New Zealand",Work|Job|People|Employment|Industry,,"2013 Census, number of people employed",https://figure.nz/chart/RRCkp3KercDFyFfW-DpVrNkVRbi2juXZY
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,"Industries of employment for people residing in Horowhenua District, New Zealand",Work|Job|People|Employment|Industry,,"2013 Census, number of people employed",https://figure.nz/chart/RRCkp3KercDFyFfW-KINuZ05br2XsMDWt
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,"Industries of employment for people residing in Invercargill City, New Zealand",Work|Job|People|Employment|Industry,,"2013 Census, number of people employed",https://figure.nz/chart/RRCkp3KercDFyFfW-6BrTVXASKOZdFV1D
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,"Industries of employment for people residing in Hauraki District, New Zealand",Work|Job|People|Employment|Industry,,"2013 Census, number of people employed",https://figure.nz/chart/RRCkp3KercDFyFfW-ko5KJSRzi9jRKYW5
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,"Industries of employment for people residing in Hurunui District, New Zealand",Work|Job|People|Employment|Industry,,"2013 Census, number of people employed",https://figure.nz/chart/RRCkp3KercDFyFfW-2KHX3H0U4p9np3Pk
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,"Industries of employment for people residing in Hastings District, New Zealand",Work|Job|People|Employment|Industry,,"2013 Census, number of people employed",https://figure.nz/chart/RRCkp3KercDFyFfW-7UaUuMhuZltAViwI
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,"Industries of employment for people residing in Grey District, New Zealand",Work|Job|People|Employment|Industry,,"2013 Census, number of people employed",https://figure.nz/chart/RRCkp3KercDFyFfW-e5tHabjDk2LoK4CW
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,"Industries of employment for people residing in Hamilton City, New Zealand",Work|Job|People|Employment|Industry,,"2013 Census, number of people employed",https://figure.nz/chart/RRCkp3KercDFyFfW-SHnNRSxormbQ4Blw
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,"Industries of employment for people residing in Matamata-Piako District, New Zealand",Work|Job|People|Employment|Industry,,"2013 Census, number of people employed",https://figure.nz/chart/RRCkp3KercDFyFfW-KBHoftQdUoPsvjNV
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,"Industries of employment for people residing in Marlborough District, New Zealand",Work|Job|People|Employment|Industry,,"2013 Census, number of people employed",https://figure.nz/chart/RRCkp3KercDFyFfW-MPzUHeNT3MxpSjJz
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,"Industries of employment for people residing in Masterton District, New Zealand",Work|Job|People|Employment|Industry,,"2013 Census, number of people employed",https://figure.nz/chart/RRCkp3KercDFyFfW-nWA0QX4qJEPyopCD
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,"Industries of employment for people residing in Manawatu District, New Zealand",Work|Job|People|Employment|Industry,,"2013 Census, number of people employed",https://figure.nz/chart/RRCkp3KercDFyFfW-WtE37IBJQ4q5nurn
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,"Industries of employment for people residing in Mackenzie District, New Zealand",Work|Job|People|Employment|Industry,,"2013 Census, number of people employed",https://figure.nz/chart/RRCkp3KercDFyFfW-LXdk5MA0VuPZ4Er5
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,"Industries of employment for people residing in Kawerau District, New Zealand",Work|Job|People|Employment|Industry,,"2013 Census, number of people employed",https://figure.nz/chart/RRCkp3KercDFyFfW-7cSyhFqjelV2Z3sf
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,"Industries of employment for people residing in Kapiti Coast District, New Zealand",Work|Job|People|Employment|Industry,,"2013 Census, number of people employed",https://figure.nz/chart/RRCkp3KercDFyFfW-0ZInRovj9PtIYhxB
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,"Industries of employment for people residing in Kaipara District, New Zealand",Work|Job|People|Employment|Industry,,"2013 Census, number of people employed",https://figure.nz/chart/RRCkp3KercDFyFfW-Yh1epKo66tfxC6vx
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,"Industries of employment for people residing in Lower Hutt City, New Zealand",Work|Job|People|Employment|Industry,,"2013 Census, number of people employed",https://figure.nz/chart/RRCkp3KercDFyFfW-FZAJRi2mJywbk4l6
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,"Industries of employment for people residing in Tauranga City, New Zealand",Work|Job|People|Employment|Industry,,"2013 Census, number of people employed",https://figure.nz/chart/RRCkp3KercDFyFfW-WNTtNCO8NWNxwdJo
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,"Industries of employment for people residing in Thames-Coromandel District, New Zealand",Work|Job|People|Employment|Industry,,"2013 Census, number of people employed",https://figure.nz/chart/RRCkp3KercDFyFfW-UyBH1KBEtct3Omqb
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,"Industries of employment for people residing in Taupo District, New Zealand",Work|Job|People|Employment|Industry,,"2013 Census, number of people employed",https://figure.nz/chart/RRCkp3KercDFyFfW-TUvED2LTsQrDPtpy
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,"Industries of employment for people residing in Tasman District, New Zealand",Work|Job|People|Employment|Industry,,"2013 Census, number of people employed",https://figure.nz/chart/RRCkp3KercDFyFfW-IKTYY5nq5Sz5B5T9
Statistics New Zealand,"Household Economic Survey: Expenditure Statistics, Year ended June 2016",Average weekly expenditure on alcoholic beverages for New Zealand households,Expenses|Household|Living Cost|Drinking|Alcohol,,"By item, year ended June 2013 & 2016, NZD",https://figure.nz/chart/66L0w7TjO45tJE6d
The Treasury,Fiscal Time Series: Core Crown Expense Tables 2000â€“2015,Core Crown expenditure on tertiary education  in New Zealand,Central Government|Treasury|Finance|Crown|Education,,"2000â€“2015, June years, NZD millions",https://figure.nz/chart/Chi1izj4RlyEID3X
"Ministry of Business, Innovation, and Employment",Migration Trends and Outlook: Temporary visa holders 2015/16,Occupation types for people granted Essential Skills work visas for New Zealand,Visa|Immigration|Migrants|Migration|Work|Employment,,Year ended June 2016,https://figure.nz/chart/oseHkEfvAVvdw9Pk
The Treasury,Fiscal Time Series: Core Crown Expense Tables 2000â€“2015,Core Crown spending on economic and industrial services in New Zealand by category,Central Government|Treasury|Finance|Crown,,"Year ended June 2015, NZD millions",https://figure.nz/chart/vq48v1uPvNrm37C3-xLBVtb5NR42ttlOq
The Treasury,Fiscal Time Series: Core Crown Expense Tables 2000â€“2015,Core Crown spending on education in New Zealand by category,Central Government|Treasury|Finance|Crown,,"Year ended June 2015, NZD millions",https://figure.nz/chart/vq48v1uPvNrm37C3-s7zAdJj3wr5kOpJF
The Treasury,Fiscal Time Series: Core Crown Expense Tables 2000â€“2015,Core Crown spending on primary and secondary schools in New Zealand by category,Central Government|Treasury|Finance|Crown,,"Year ended June 2015, NZD millions",https://figure.nz/chart/vq48v1uPvNrm37C3-4Y3bFeSk8mazRkSP
The Treasury,Fiscal Time Series: Core Crown Expense Tables 2000â€“2015,Core Crown spending on defence in New Zealand by category,Central Government|Treasury|Finance|Crown,,"Year ended June 2015, NZD millions",https://figure.nz/chart/vq48v1uPvNrm37C3-6bXZQMBy0tOmsZLv
The Treasury,Fiscal Time Series: Core Crown Expense Tables 2000â€“2015,Core Crown spending on superannuation and welfare benefit in New Zealand by category,Central Government|Treasury|Finance|Crown,,"Year ended June 2015, NZD millions",https://figure.nz/chart/vq48v1uPvNrm37C3-dIpMJc5np25p26lH
